No errors
No warnings
888 ms
data source=metars
5054 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
SAZM 081500Z 25012KT 200V270 CAVOK 26/08 Q1009,SAZM,2019-01-08T15:00:00Z,-37.92,-57.57,26.0,8.0,250,12,,6.21,29.793306,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
SAWE 081500Z 11017KT 3000 RA BKN020 10/06 Q0993 RESHGR,SAWE,2019-01-08T15:00:00Z,-53.78,-67.75,10.0,6.0,110,17,,1.86,29.320866,,,,,,,,,,RA,BKN,2000,,,,,,,IFR,,,,,,,,,,,,METAR,22.0
SARP 081500Z 05006KT 9999 BKN015 OVC100 27/23 Q1012,SARP,2019-01-08T15:00:00Z,-27.38,-55.97,27.0,23.0,50,6,,6.21,29.88189,,,,,,,,,,,BKN,1500,OVC,10000,,,,,MVFR,,,,,,,,,,,,METAR,125.0
SARL 081500Z 05007KT 9999 SCT018 SCT200 29/23 Q1010,SARL,2019-01-08T15:00:00Z,-29.67,-57.13,29.0,23.0,50,7,,6.21,29.822834,,,,,,,,,,,SCT,1800,SCT,20000,,,,,VFR,,,,,,,,,,,,METAR,70.0
SARI 081500Z 36008KT 9999 BKN015 SCT100 BKN200 29/23 Q1014,SARI,2019-01-08T15:00:00Z,-25.72,-54.47,29.0,23.0,360,8,,6.21,29.940945,,,,,,,,,,,BKN,1500,SCT,10000,BKN,20000,,,MVFR,,,,,,,,,,,,METAR,270.0
SARF 081500Z 02008KT 9999 SCT020 BKN100 28/25 Q1008,SARF,2019-01-08T15:00:00Z,-26.22,-58.22,28.0,25.0,20,8,,6.21,29.763779,,,,,,,,,,,SCT,2000,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,60.0
LFRH 081500Z AUTO 01008KT 9999 BKN026 BKN180 11/05 Q1030 NOSIG,LFRH,2019-01-08T15:00:00Z,47.77,-3.45,11.0,5.0,10,8,,6.21,30.413385,,,TRUE,,,TRUE,,,,,BKN,2600,BKN,18000,,,,,MVFR,,,,,,,,,,,,METAR,44.0
LFPT 081500Z AUTO 34010KT CAVOK 07/03 Q1026,LFPT,2019-01-08T15:00:00Z,49.1,2.03,7.0,3.0,340,10,,6.21,30.295275,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,99.0
LFPM 081500Z AUTO 31011KT 9999 FEW036 BKN049 08/03 Q1025,LFPM,2019-01-08T15:00:00Z,48.62,2.67,8.0,3.0,310,11,,6.21,30.265747,,,TRUE,,,,,,,,FEW,3600,BKN,4900,,,,,VFR,,,,,,,,,,,,METAR,92.0
LFLN 081500Z AUTO 29008KT 9999 BKN014 OVC021 07/05 Q1025 TEMPO 3000 -DZRA OVC006,LFLN,2019-01-08T15:00:00Z,46.42,4.02,7.0,5.0,290,8,,6.21,30.265747,,,TRUE,,,,,,,,BKN,1400,OVC,2100,,,,,MVFR,,,,,,,,,,,,METAR,244.0
KMWK 081500Z AUTO 24004KT 10SM CLR 09/04 A3012 RMK AO2 T00910043,KMWK,2019-01-08T15:00:00Z,36.47,-80.55,9.1,4.3,240,4,,10.0,30.121063,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,380.0
KHSG 081500Z AUTO 00000KT 10SM CLR M15/M20 A3033 RMK AO2 T11511203,KHSG,2019-01-08T15:00:00Z,43.72,-108.38,-15.1,-20.3,0,0,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1494.0
KFME 081500Z AUTO 00000KT 10SM OVC100 04/03 A3004 RMK AO1,KFME,2019-01-08T15:00:00Z,39.08,-76.77,4.0,3.0,0,0,,10.0,30.041338,,,TRUE,TRUE,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,46.0
LFRT 081500Z AUTO 34008KT 9999 SCT026 BKN190 08/04 Q1030,LFRT,2019-01-08T15:00:00Z,48.52,-2.85,8.0,4.0,340,8,,6.21,30.413385,,,TRUE,,,,,,,,SCT,2600,BKN,19000,,,,,VFR,,,,,,,,,,,,METAR,136.0
LFRQ 081500Z AUTO 36009KT 330V030 9999 FEW023 OVC120 10/06 Q1031 NOSIG,LFRQ,2019-01-08T15:00:00Z,47.97,-4.17,10.0,6.0,360,9,,6.21,30.442913,,,TRUE,,,TRUE,,,,,FEW,2300,OVC,12000,,,,,VFR,,,,,,,,,,,,METAR,94.0
OIBL 081500Z 25004KT 6000 NSC 22/18 Q1017,OIBL,2019-01-08T15:00:00Z,26.53,54.82,22.0,18.0,250,4,,3.73,30.029528,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,14.0
OITP 081500Z 08008KT 9999 BKN025 06/04 Q1017,OITP,2019-01-08T15:00:00Z,39.6,47.88,6.0,4.0,80,8,,6.21,30.029528,,,,,,,,,,,BKN,2500,,,,,,,MVFR,,,,,,,,,,,,METAR,77.0
OISR 081500Z 00000KT CAVOK 20/10 Q1018,OISR,2019-01-08T15:00:00Z,27.37,53.2,20.0,10.0,0,0,,6.21,30.059055,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,408.0
OISF 081500Z 00000KT 8000 NSC 13/05 Q1019,OISF,2019-01-08T15:00:00Z,28.9,53.72,13.0,5.0,0,0,,4.97,30.088583,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,1383.0
OIAH 081500Z 14006KT 9999 SCT040 OVC100 16/10 Q1019,OIAH,2019-01-08T15:00:00Z,30.33,50.83,16.0,10.0,140,6,,6.21,30.088583,,,,,,,,,,,SCT,4000,OVC,10000,,,,,VFR,,,,,,,,,,,,METAR,738.0
OIZI 081500Z 00000KT CAVOK 20/06 Q1018,OIZI,2019-01-08T15:00:00Z,27.23,60.72,20.0,6.0,0,0,,6.21,30.059055,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,591.0
OIZB 081500Z 02006KT CAVOK 14/M06 Q1021,OIZB,2019-01-08T15:00:00Z,31.1,61.55,14.0,-6.0,20,6,,6.21,30.147638,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,489.0
OING 081500Z 07004KT 7000 NSC 08/07 Q1018,OING,2019-01-08T15:00:00Z,36.9,54.4,8.0,7.0,70,4,,4.35,30.059055,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,155.0
OIBS 081500Z 21004KT 8000 NSC 24/17 Q1017,OIBS,2019-01-08T15:00:00Z,25.9,54.55,24.0,17.0,210,4,,4.97,30.029528,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,14.0
OIBJ 081500Z 13004KT 8000 NSC 17/10 Q1019,OIBJ,2019-01-08T15:00:00Z,27.82,52.35,17.0,10.0,130,4,,4.97,30.088583,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,663.0
OITZ 081500Z 12008KT CAVOK 01/M06 Q1017,OITZ,2019-01-08T15:00:00Z,36.77,48.37,1.0,-6.0,120,8,,6.21,30.029528,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1663.0
OISY 081500Z 00000KT 9999 FEW040CB BKN045 OVC090 09/M02 Q1023,OISY,2019-01-08T15:00:00Z,30.7,51.55,9.0,-2.0,0,0,,6.21,30.206694,,,,,,,,,,,FEW,4000,BKN,4500,OVC,9000,,,VFR,,,,,,,,,,,,METAR,1811.0
OISL 081500Z 28004KT CAVOK 19/08 Q1018,OISL,2019-01-08T15:00:00Z,27.67,54.37,19.0,8.0,280,4,,6.21,30.059055,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,805.0
OINR 081500Z 13004KT 8000 SCT010 FEW020CB BKN090 12/11 Q1015,OINR,2019-01-08T15:00:00Z,36.88,50.67,12.0,11.0,130,4,,4.97,29.970472,,,,,,,,,,,SCT,1000,FEW,2000,BKN,9000,,,MVFR,,,,,,,,,,,,METAR,-20.0
OINN 081500Z 12008KT 9999 FEW020CB BKN025 12/11 Q1016,OINN,2019-01-08T15:00:00Z,36.67,51.47,12.0,11.0,120,8,,6.21,30.0,,,,,,,,,,,FEW,2000,BKN,2500,,,,,MVFR,,,,,,,,,,,,METAR,-19.0
OIKQ 081500Z 29006KT 8000 NSC 22/15 Q1016,OIKQ,2019-01-08T15:00:00Z,26.75,55.9,22.0,15.0,290,6,,4.97,30.0,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,12.0
OICI 081500Z 12004KT CAVOK 05/M03 Q1019 A3009,OICI,2019-01-08T15:00:00Z,33.58,46.4,5.0,-3.0,120,4,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1343.0
OIAM 081500Z 33004KT 8000 FEW035CB SCT040 OVC100 16/11 Q1017,OIAM,2019-01-08T15:00:00Z,30.55,49.15,16.0,11.0,330,4,,4.97,30.029528,,,,,,,,,,,FEW,3500,SCT,4000,OVC,10000,,,MVFR,,,,,,,,,,,,METAR,4.0
OIZH 081500Z 01006KT 8000 NSC 12/M06 Q1022 A3020 NOSIG,OIZH,2019-01-08T15:00:00Z,29.47,60.92,12.0,-6.0,10,6,,4.97,30.177166,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,1370.0
OITT 081500Z 21010KT 9999 FEW035 04/M07 Q1015 A2997 NOSIG,OITT,2019-01-08T15:00:00Z,38.13,46.23,4.0,-7.0,210,10,,6.21,29.970472,,,,,,TRUE,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,1361.0
OISS 081500Z 28004KT 9999 FEW040 BKN200 14/M03 Q1021 A3015,OISS,2019-01-08T15:00:00Z,29.52,52.57,14.0,-3.0,280,4,,6.21,30.147638,,,,,,,,,,,FEW,4000,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,1491.0
OIMM 081500Z 19004KT CAVOK 07/M03 Q1021 A3017,OIMM,2019-01-08T15:00:00Z,36.23,59.62,7.0,-3.0,190,4,,6.21,30.147638,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,980.0
OIKK 081500Z 34008KT 9999 FEW100 13/M05 Q1021 A3015,OIKK,2019-01-08T15:00:00Z,30.25,56.97,13.0,-5.0,340,8,,6.21,30.147638,,,,,,,,,,,FEW,10000,,,,,,,VFR,,,,,,,,,,,,METAR,1754.0
OIKB 081500Z 31008KT 8000 NSC 22/18 Q1016 A3001 NOSIG,OIKB,2019-01-08T15:00:00Z,27.22,56.37,22.0,18.0,310,8,,4.97,30.0,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,10.0
OIII 081500Z 19004KT CAVOK 07/M05 Q1019 A3010 NOSIG,OIII,2019-01-08T15:00:00Z,35.68,51.3,7.0,-5.0,190,4,,6.21,30.088583,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1191.0
OIFM 081500Z 08004KT CAVOK 06/M04 Q1019 A3010,OIFM,2019-01-08T15:00:00Z,32.75,51.87,6.0,-4.0,80,4,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1542.0
OIAW 081500Z 31002KT 7000 SCT040 BKN100 16/05 Q1016,OIAW,2019-01-08T15:00:00Z,31.32,48.77,16.0,5.0,310,2,,4.35,30.0,,,,,,,,,,,SCT,4000,BKN,10000,,,,,MVFR,,,,,,,,,,,,METAR,22.0
OIYY 081500Z 01002KT 4000 HZ FEW040 BKN100 BKN190 12/M08 Q1020,OIYY,2019-01-08T15:00:00Z,31.9,54.28,12.0,-8.0,10,2,,2.49,30.11811,,,,,,,,,,HZ,FEW,4000,BKN,10000,BKN,19000,,,IFR,,,,,,,,,,,,METAR,1236.0
OITR 081500Z 22004KT 9999 FEW035 01/M08 Q1012,OITR,2019-01-08T15:00:00Z,37.67,45.07,1.0,-8.0,220,4,,6.21,29.88189,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,1312.0
OINZ 081500Z 36004KT 8000 FEW090 09/08 Q1016,OINZ,2019-01-08T15:00:00Z,36.63,53.2,9.0,8.0,360,4,,4.97,30.0,,,,,,,,,,,FEW,9000,,,,,,,MVFR,,,,,,,,,,,,METAR,11.0
OIIE 081500Z 13008KT CAVOK 08/M04 Q1019,OIIE,2019-01-08T15:00:00Z,35.42,51.15,8.0,-4.0,130,8,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1008.0
OIGG 081500Z 25004KT 5000 BR BKN020 10/08 Q1017,OIGG,2019-01-08T15:00:00Z,37.33,49.6,10.0,8.0,250,4,,3.11,30.029528,,,,,,,,,,BR,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,-13.0
OICC 081500Z 13008KT CAVOK 05/M09 Q1017 A3004 NOSIG,OICC,2019-01-08T15:00:00Z,34.35,47.17,5.0,-9.0,130,8,,6.21,30.029528,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1322.0
OIBK 081500Z 00000KT 5000 BR NSC 22/19 Q1017,OIBK,2019-01-08T15:00:00Z,26.53,53.98,22.0,19.0,0,0,,3.11,30.029528,,,,,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,30.0
OIAA 081500Z 05004KT 9999 SCT030CB FEW035 OVC090 17/06 Q1017,OIAA,2019-01-08T15:00:00Z,30.37,48.25,17.0,6.0,50,4,,6.21,30.029528,,,,,,,,,,,SCT,3000,FEW,3500,OVC,9000,,,VFR,,,,,,,,,,,,METAR,11.0
OIBP 081500Z 00000KT CAVOK 22/18 Q1016 A3002,OIBP,2019-01-08T15:00:00Z,27.38,52.73,22.0,18.0,0,0,,6.21,30.0,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
OIBB 081500Z 02004KT 7000 SCT040 20/15 Q1016 A3002,OIBB,2019-01-08T15:00:00Z,28.97,50.82,20.0,15.0,20,4,,4.35,30.0,,,,,,,,,,,SCT,4000,,,,,,,MVFR,,,,,,,,,,,,METAR,19.0
SBNF 081500Z 23008KT 9999 FEW040 32/24 Q1014,SBNF,2019-01-08T15:00:00Z,-26.88,-48.65,32.0,24.0,230,8,,6.21,29.940945,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
OIZJ 081500Z 27008KT 6000 NSC 24/19 Q1016,OIZJ,2019-01-08T15:00:00Z,25.65,57.8,24.0,19.0,270,8,,3.73,30.0,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,4.0
OIMS 081500Z 02006KT CAVOK 05/01 Q1023,OIMS,2019-01-08T15:00:00Z,36.17,57.6,5.0,1.0,20,6,,6.21,30.206694,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,941.0
OIMN 081500Z 00000KT CAVOK 04/M03 Q1020,OIMN,2019-01-08T15:00:00Z,37.48,57.3,4.0,-3.0,0,0,,6.21,30.11811,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1074.0
OIMB 081500Z 04006KT 9999 FEW040 BKN200 08/M08 Q1022,OIMB,2019-01-08T15:00:00Z,32.9,59.28,8.0,-8.0,40,6,,6.21,30.177166,,,,,,,,,,,FEW,4000,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,1491.0
OIIP 081500Z 14010KT 9999 FEW035 SCT200 07/M16 Q1018,OIIP,2019-01-08T15:00:00Z,35.78,50.83,7.0,-16.0,140,10,,6.21,30.059055,,,,,,,,,,,FEW,3500,SCT,20000,,,,,VFR,,,,,,,,,,,,METAR,1271.0
OIFS 081500Z 21006KT 9999 FEW040 BKN080 05/M11 Q1021,OIFS,2019-01-08T15:00:00Z,32.32,50.85,5.0,-11.0,210,6,,6.21,30.147638,,,,,,,,,,,FEW,4000,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,2078.0
OIBA 081500Z 00000KT 6000 NSC 24/18 Q1015,OIBA,2019-01-08T15:00:00Z,25.88,55.03,24.0,18.0,0,0,,3.73,29.970472,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,7.0
YMOR 081500Z AUTO 03009KT 9999 // NCD 25/14 Q1011,YMOR,2019-01-08T15:00:00Z,-29.5,149.85,25.0,14.0,30,9,,6.21,29.852362,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,214.0
YMML 081500Z 21010KT 9999 FEW049 16/10 Q1013 INTER 1530/1800 5000 SHRA BKN012,YMML,2019-01-08T15:00:00Z,-37.67,144.82,16.0,10.0,210,10,,6.21,29.911417,,,,,,,,,,,FEW,4900,,,,,,,VFR,,,,,,,,,,,,SPECI,141.0
YMIA 081500Z AUTO 20011KT 9999 // NCD 19/09 Q1013,YMIA,2019-01-08T15:00:00Z,-34.23,142.08,19.0,9.0,200,11,,6.21,29.911417,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,51.0
YMER 081500Z AUTO 00000KT 9999 // NCD 17/16 Q1009,YMER,2019-01-08T15:00:00Z,-36.92,149.9,17.0,16.0,0,0,,6.21,29.793306,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
YMEN 081500Z AUTO 23011KT 9999 // SCT031 BKN038 17/11 Q1012,YMEN,2019-01-08T15:00:00Z,-37.72,144.9,17.0,11.0,230,11,,6.21,29.88189,,,TRUE,,,,,,,,SCT,3100,BKN,3800,,,,,VFR,,,,,,,,,,,,METAR,86.0
YMEK 081500Z AUTO 33005KT 9999 // NCD 33/08 Q1011,YMEK,2019-01-08T15:00:00Z,-26.62,118.55,33.0,8.0,330,5,,6.21,29.852362,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,522.0
YMDG 081500Z AUTO 17005KT 9999 // NCD 21/18 Q1012,YMDG,2019-01-08T15:00:00Z,-32.57,149.62,21.0,18.0,170,5,,6.21,29.88189,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,471.0
YMAY 081500Z AUTO 00000KT 9999 // NCD 19/17 Q1009,YMAY,2019-01-08T15:00:00Z,-36.07,146.93,19.0,17.0,0,0,,6.21,29.793306,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,171.0
YLRE 081500Z AUTO 06016KT //// // NCD 31/15 Q1006,YLRE,2019-01-08T15:00:00Z,-23.43,144.28,31.0,15.0,60,16,,,29.704725,,,TRUE,,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,193.0
LEZL 081500Z 05004KT 020V080 CAVOK 17/03 Q1026 NOSIG,LEZL,2019-01-08T15:00:00Z,37.42,-5.9,17.0,3.0,50,4,,6.21,30.295275,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
LEVX 081500Z 20004KT 100V260 CAVOK 12/04 Q1029 NOSIG,LEVX,2019-01-08T15:00:00Z,42.22,-8.62,12.0,4.0,200,4,,6.21,30.383858,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,256.0
LEVC 081500Z 18005KT 140V240 CAVOK 18/00 Q1024 NOSIG,LEVC,2019-01-08T15:00:00Z,39.5,-0.47,18.0,0.0,180,5,,6.21,30.236221,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,62.0
LEPA 081500Z 31010KT 9999 FEW020 14/07 Q1024 NOSIG,LEPA,2019-01-08T15:00:00Z,39.53,2.72,14.0,7.0,310,10,,6.21,30.236221,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
LEMG 081500Z 14006KT 110V180 9999 FEW035 15/09 Q1027 NOSIG,LEMG,2019-01-08T15:00:00Z,36.67,-4.5,15.0,9.0,140,6,,6.21,30.324802,,,,,,TRUE,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
LEMD 081500Z 32004KT CAVOK 14/M04 Q1026 NOSIG,LEMD,2019-01-08T15:00:00Z,40.48,-3.57,14.0,-4.0,320,4,,6.21,30.295275,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,582.0
LEIB 081500Z 23008KT 9999 FEW030 14/08 Q1025 NOSIG,LEIB,2019-01-08T15:00:00Z,38.87,1.37,14.0,8.0,230,8,,6.21,30.265747,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
LEBL 081500Z 32009KT 290V360 CAVOK 11/01 Q1023 NOSIG,LEBL,2019-01-08T15:00:00Z,41.27,2.07,11.0,1.0,320,9,,6.21,30.206694,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
LEAL 081500Z 22008KT 170V250 CAVOK 16/05 Q1025 NOSIG,LEAL,2019-01-08T15:00:00Z,38.27,-0.55,16.0,5.0,220,8,,6.21,30.265747,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
LFRU 081500Z AUTO 36009KT 9999 BKN023 09/06 Q1031,LFRU,2019-01-08T15:00:00Z,48.6,-3.82,9.0,6.0,360,9,,6.21,30.442913,,,TRUE,,,,,,,,BKN,2300,,,,,,,MVFR,,,,,,,,,,,,METAR,86.0
LFRK 081500Z AUTO 33010KT 9999 SCT026 OVC033 08/04 Q1029 NOSIG,LFRK,2019-01-08T15:00:00Z,49.17,-0.45,8.0,4.0,330,10,,6.21,30.383858,,,TRUE,,,TRUE,,,,,SCT,2600,OVC,3300,,,,,VFR,,,,,,,,,,,,METAR,67.0
LFRC 081500Z AUTO 34010KT 300V360 9999 BKN024 08/02 Q1029 NOSIG,LFRC,2019-01-08T15:00:00Z,49.63,-1.47,8.0,2.0,340,10,,6.21,30.383858,,,TRUE,,,TRUE,,,,,BKN,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,138.0
LFPN 081500Z AUTO 30011KT 9999 FEW044 08/02 Q1025 NOSIG,LFPN,2019-01-08T15:00:00Z,48.75,2.12,8.0,2.0,300,11,,6.21,30.265747,,,TRUE,,,TRUE,,,,,FEW,4400,,,,,,,VFR,,,,,,,,,,,,METAR,164.0
LFJR 081500Z AUTO 34008KT 300V010 9999 FEW013 09/03 Q1028 NOSIG,LFJR,2019-01-08T15:00:00Z,47.57,-0.3,9.0,3.0,340,8,,6.21,30.35433,,,TRUE,,,TRUE,,,,,FEW,1300,,,,,,,VFR,,,,,,,,,,,,METAR,60.0
LFGA 081500Z AUTO 28015KT 9999 FEW046 SCT058 BKN094 07/M00 Q1020,LFGA,2019-01-08T15:00:00Z,48.1,7.35,7.0,0.0,280,15,,6.21,30.11811,,,TRUE,,,,,,,,FEW,4600,SCT,5800,BKN,9400,,,VFR,,,,,,,,,,,,METAR,191.0
LFBU 081500Z AUTO 29008KT 2100 -RA BR OVC002 09/08 Q1029 NOSIG,LFBU,2019-01-08T15:00:00Z,45.72,0.22,9.0,8.0,290,8,,1.3,30.383858,,,TRUE,,,TRUE,,,,-RA BR,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,133.0
LFAT 081500Z AUTO 35015KT 320V020 9999 FEW040 08/02 Q1026 TEMPO 34017G27KT,LFAT,2019-01-08T15:00:00Z,50.52,1.62,8.0,2.0,350,15,,6.21,30.295275,,,TRUE,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,14.0
LFAQ 081500Z AUTO 33016KT 9999 SCT030 SCT039 OVC047 07/03 Q1024 TEMPO 34015G25KT 4000 SHRA,LFAQ,2019-01-08T15:00:00Z,49.97,2.7,7.0,3.0,330,16,,6.21,30.236221,,,TRUE,,,,,,,,SCT,3000,SCT,3900,OVC,4700,,,VFR,,,,,,,,,,,,METAR,111.0
LESO 081500Z 30004KT 260V340 9999 FEW022 SCT027 BKN030 10/05 Q1033,LESO,2019-01-08T15:00:00Z,43.35,-1.8,10.0,5.0,300,4,,6.21,30.501968,,,,,,,,,,,FEW,2200,SCT,2700,BKN,3000,,,MVFR,,,,,,,,,,,,METAR,8.0
LERS 081500Z 27010KT 240V300 CAVOK 12/01 Q1023,LERS,2019-01-08T15:00:00Z,41.13,1.17,12.0,1.0,270,10,,6.21,30.206694,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,76.0
LEMH 081500Z 30010KT 250V330 9999 FEW026 12/06 Q1023,LEMH,2019-01-08T15:00:00Z,39.87,4.22,12.0,6.0,300,10,,6.21,30.206694,,,,,,,,,,,FEW,2600,,,,,,,VFR,,,,,,,,,,,,METAR,82.0
LEGR 081500Z 00000KT CAVOK 15/M03 Q1026,LEGR,2019-01-08T15:00:00Z,37.17,-3.77,15.0,-3.0,0,0,,6.21,30.295275,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,559.0
LEGE 081500Z VRB02KT CAVOK 11/04 Q1023,LEGE,2019-01-08T15:00:00Z,41.88,2.77,11.0,4.0,0,2,,6.21,30.206694,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,129.0
LECO 081500Z 03005KT 340V080 CAVOK 13/07 Q1032 NOSIG,LECO,2019-01-08T15:00:00Z,43.28,-8.37,13.0,7.0,30,5,,6.21,30.47244,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,103.0
LEBB 081500Z 27004KT 230V340 9999 FEW028 BKN033 10/05 Q1033 NOSIG,LEBB,2019-01-08T15:00:00Z,43.28,-2.92,10.0,5.0,270,4,,6.21,30.501968,,,,,,TRUE,,,,,FEW,2800,BKN,3300,,,,,VFR,,,,,,,,,,,,METAR,34.0
LEAS 081500Z 06006KT 010V100 9999 BKN027 10/06 Q1034 NOSIG,LEAS,2019-01-08T15:00:00Z,43.53,-6.02,10.0,6.0,60,6,,6.21,30.531496,,,,,,TRUE,,,,,BKN,2700,,,,,,,MVFR,,,,,,,,,,,,METAR,134.0
LEAM 081500Z 19006KT 160V250 9999 FEW050 16/08 Q1026,LEAM,2019-01-08T15:00:00Z,36.85,-2.37,16.0,8.0,190,6,,6.21,30.295275,,,,,,,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
LFSD 081500Z AUTO 31008KT CAVOK 07/03 Q1023,LFSD,2019-01-08T15:00:00Z,47.27,5.07,7.0,3.0,310,8,,6.21,30.206694,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,227.0
ZHCC 081500Z 03005MPS CAVOK 00/M18 Q1038 NOSIG,ZHCC,2019-01-08T15:00:00Z,34.52,113.83,0.0,-18.0,30,10,,6.21,30.649607,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,151.0
